Title,URL,,,,,
Adelaide and Theodore; or letters on education,https://cityreaders.nysoclib.org/Detail/objects/3263,,,,,
"Adeline St. Julian; or, the midnight hour. A novel. In two volumes. By Mrs. Anne Ker, Author of the Heiress DI Montalde, &c.",https://cityreaders.nysoclib.org/Detail/objects/3516,,,,,
"The advantages of education; or, the history of Maria Williams, ... by the author of A gossip’s story, and Tale of the times. In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/3521,,,,,
The Adventurer,https://cityreaders.nysoclib.org/Detail/objects/1315,,,,,
The adventures of a hackney coach; the fifth edition. with Additions and Improvements.,https://cityreaders.nysoclib.org/Detail/objects/3500,,,,,
"The adventures of a speculist; or, A journey through London. Compiled from papers written by George Alexander Stevens, (author of A lecturer upon heads) with his life, a preface, corrections, and notes, by the editor. Exhibiting a picture of the manners, fashions, amusements, &c. of the metropolis at the middle of the eighteenth century",https://cityreaders.nysoclib.org/Detail/objects/2411,,,,,
"The adventures of George Maitland, Esq. In three volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/2987,,,,,
"The Adventures of Henry Fitzherbert, gentleman.",https://cityreaders.nysoclib.org/Detail/objects/3304,,,,,
The adventures of Hugh Trevor. By Thomas Holcroft. ...,https://cityreaders.nysoclib.org/Detail/objects/3155,,,,,
"The adventures of John of Gaunt, Duke of Lancaster. By James White, ...",https://cityreaders.nysoclib.org/Detail/objects/3051,,,,,
"The adventures of Numa Pompilius, second King of Rome. Translated from the French of M. de Florian. In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/3082,,,,,
"The adventures of Peregrine Pickle. In which are included, Memoirs of a lady of quality. In four volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/3036,,,,,
The adventures of Roderick Random. In two volumes. ...,https://cityreaders.nysoclib.org/Detail/objects/2587,,,,,
"The adventures of Telemachus, the son of Ulysses. From the French of Salignac de la Mothe-Fenelon, Archbishop of Cambray, by the late John Hawkesworth, LL.D. Corrected and revised by G. Gregory, D.D. joint evening preacher at the Foundling Hospital, and author of Essays, Historical and Moral, &c. With a life of the author, and a complete index, historical and geographical. In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/2074,,,,,
The age of Lewis XIV / translated from the French of M. de Voltaire.,https://cityreaders.nysoclib.org/Detail/objects/1376,,,,,
The age of Louis XV. Being the sequel of The age of Louis XIV. Translated from the French of M. de Voltaire. ...,https://cityreaders.nysoclib.org/Detail/objects/2077,,,,,
"Alf von Deulmen; or, The history of the Emperor Philip, and his daughters. Translated from the German by Miss A.E. Booth.",https://cityreaders.nysoclib.org/Detail/objects/2376,,,,,
The Algerine Captive,https://cityreaders.nysoclib.org/Detail/objects/3507,,,,,
"The Algerine spy in Pennsylvania, or, Letters written by a native of Algiers on the affairs of the United States of America, from the close of the year 1783 to the meeting of the Convention.",https://cityreaders.nysoclib.org/Detail/objects/1414,,,,,
All the orations of Demosthenes ,https://cityreaders.nysoclib.org/Detail/objects/1133,,,,,
Almoran and Hamet,https://cityreaders.nysoclib.org/Detail/objects/2610,,,,,
Amasis. From the French of J. H. B. de Saint Pierre. By E. A. Kendall.,https://cityreaders.nysoclib.org/Detail/objects/3447,,,,,
The american gazetteer. Containing A distinct Account of all the Parts of the New World,https://cityreaders.nysoclib.org/Detail/objects/2066,,,,,
"The American gazetteer, exhibiting, in alphabetical order, a much more full and accurate account, than has been given, of the states, provinces, counties, cities, towns, villages, rivers, bays, harbours, gulfs, sounds, capes, mountains, forts, Indian tribes, & new discoveries, on the American continent, also of the West-India Islands ... with a particular description of the Georgia Western Territory ... The whole comprising upwards of seven thousand distinct articles. Collected and compiled from the best authorities, and arranged with great care, by, and under the direction of, Jedidiah Morse, D.D. Author of the American universal geography--Fellow of the American Academy of Arts and Sciences--and member of the Masssachusetts Historical Society. Illustrated with seven new and neat maps. Published according to act of Congress.",https://cityreaders.nysoclib.org/Detail/objects/2931,,,,,
"The American geography; or, A view of the present situation of the United States of America. Illustrated with two sheet maps-- one of the southern, the other of the northern states, neatly and elegantly engraved, and more correct than any that have hitherto been published. To which is added, a concise abridgment of the geography of the British, Spanish, French and Dutch dominions in America, and the West Indies, of Europe, Asia and Africa. By Jedidiah Morse.",https://cityreaders.nysoclib.org/Detail/objects/2575,,,,,
The American museum,https://cityreaders.nysoclib.org/Detail/objects/3354,,,,,
The American negotiator,https://cityreaders.nysoclib.org/Detail/objects/2771,,,,,
"American poems, selected and original.",https://cityreaders.nysoclib.org/Detail/objects/3397,,,,,
"The American preacher, or, A collection of sermons from some of the most eminent preachers, now living in the United States ",https://cityreaders.nysoclib.org/Detail/objects/2041,,,,,
"The American universal geography, or, A view of the present state of all the empires, kingdoms, states, and republics in the known world, and of the United States of America in particular. In two parts. ... The whole comprehending a complete and improved system of modern geography. Calculated for Americans. Illustrated with maps of the countries described. By Jedidiah Morse, A.M. Published according to act of Congress. Part I[-II]. ...",https://cityreaders.nysoclib.org/Detail/objects/2246,,,,,
"The American war, from 1775 to 1783. With plans. By Charles Smith.",https://cityreaders.nysoclib.org/Detail/objects/1681,,,,,
"The amicable Quixote; or, the enthusiasm of friendship. In four volumes.",https://cityreaders.nysoclib.org/Detail/objects/2988,,,,,
"The analogy of religion, natural and revealed, to the constitution and course of nature. To which are added, two brief dissertations ",https://cityreaders.nysoclib.org/Detail/objects/3467,,,,,
"The Analytical review, or History of literature, domestic and foreign, on an enlarged plan.",https://cityreaders.nysoclib.org/Detail/objects/2989,,,,,
The ancient and modern history of the Balearick Islands; or of the Kingdom of Majorca,https://cityreaders.nysoclib.org/Detail/objects/2627,,,,,
"The ancient history of the Egyptians, Carthaginians, Assyrians, Babylonians, Medes and Persians, Macedonians, and Grecians. By Mr. Rollin, translated from the French. In eight volumes.",https://cityreaders.nysoclib.org/Detail/objects/1694,,,,,
"Ancient songs from the time of King Henry the Third, to the Revolution.",https://cityreaders.nysoclib.org/Detail/objects/1273,,,,,
Anecdotes of the Delborough family. A novel. In three volumes. By Mrs. Gunning.,https://cityreaders.nysoclib.org/Detail/objects/3198,,,,,
"Anecdotes of the late Samuel Johnson, LL. D., during the last twenty years of his life / by Hesther Lynch Piozzi.",https://cityreaders.nysoclib.org/Detail/objects/1478,,,,,
"Anecdotes of the life of the Right Honourable William Pitt, earl of Chatham, and of the principle events of his time",https://cityreaders.nysoclib.org/Detail/objects/2039,,,,,
"Animadversions upon Mr. Phillips’s History of the life of Cardinal Pole. By Timothy Neve, D. D. Rector of Middleton-Stoney, Oxfordshire",https://cityreaders.nysoclib.org/Detail/objects/3754,,,,,
Annals of the troubles in the Netherlands. From the accession of Charles V. Emperor of Germany. In four parts. A proper and seasonable mirror for the present Americans. Collected and translated from the most approved historians in the native tongue. By Bernard Romans.,https://cityreaders.nysoclib.org/Detail/objects/2275,,,,,
Anna; or memoirs of a Welch heiress. Interspersed with anecdotes of a nabob. In two volumes. .. ,https://cityreaders.nysoclib.org/Detail/objects/2940,,,,,
Anna St. Ives,https://cityreaders.nysoclib.org/Detail/objects/3235,,,,,
Annual Register (New),https://cityreaders.nysoclib.org/Detail/objects/2558,,,,,
"The annual register, or, A view of the history, politicks, and literature for the year ...",https://cityreaders.nysoclib.org/Detail/objects/1398,,,,,
"The anti-Jacobin, or weekly examiner. In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/2377,,,,,
The antiquities of England and Wales,https://cityreaders.nysoclib.org/Detail/objects/1643,,,,,
An apology for the life of Colley Cibber ,https://cityreaders.nysoclib.org/Detail/objects/1435,,,,,
"An appeal to impartial posterity / by Madame Roland ... or, A collection of tracts written by her during her confinement in the prisons of the Abbey, and St. Pelagie, in Paris ... ; translated from the French original ...",https://cityreaders.nysoclib.org/Detail/objects/2334,,,,,
Appeal to the men of Great Britain in behalf of women,https://cityreaders.nysoclib.org/Detail/objects/1139,,,,,
Appearance is against them ,https://cityreaders.nysoclib.org/Detail/objects/1392,,,,,
"The arabian nights entertainments. Consisting of one thousand and one stories, told by the Sultaness of the Indies, to divert the Sultan from a cruel Vow he had made, to marry a Lady every Day, and have her put to Death next Morning, to avenge himself for the Disloyalty of his first Sultaness. Containing A familiar Account of the Customs, Manners and Religion of the Eastern Nations, the Tartars, Persians, and Indians, &c. Freely transcribed from the original translation. ...",https://cityreaders.nysoclib.org/Detail/objects/3613,,,,,
"Arabian tales. being a continuation of the Arabian nights entertainments. Consisting of one thousand and one stories, told by the Sultaness of the Indies, to divert the Sultan from the execution of a bloody vow he had made, to marry a lady every day, and have her cut off next morning, to avenge himself for the disloyalty of his first Sultaness, &c. Containing A better account of the Customs, Manners, and Religion of the Eastern Nations, than is to be met with in any work hitherto published. Translated from the Arabian manuscript into French, by Dom Chavis and M. Cazotte, and now translated into English fro the last French edition. ...",https://cityreaders.nysoclib.org/Detail/objects/1744,,,,,
Arch-Bishop Tillotson's,https://cityreaders.nysoclib.org/Detail/objects/2483,,,,,
Archæologia græca,https://cityreaders.nysoclib.org/Detail/objects/1830,,,,,
"Aristotle’s Ethics and Politics, comprising his practical philosophy, translated from the Greek. Illustrated by introductions and notes; the critical history of his life; and a new analysis of his speculative works; by John Gillies, ... In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/3145,,,,,
"The Asiatic Annual Register, Or, A View of the History of Hindustan, and of the Politics, Commerce and Literature of Asia",https://cityreaders.nysoclib.org/Detail/objects/2415,,,,,
"The asiatic miscellany, consisting of translations, fugitive pieces, imitations, original productions, and extracts from curious publications. By W. Chambers, Esq. and Sir W. Jones, Judges of the Supreme Court of Judicature, at Fort William, in Bengal, and other literary gentlemen, now resident in India.",https://cityreaders.nysoclib.org/Detail/objects/1185,,,,,
Astronomical and geographical essays,https://cityreaders.nysoclib.org/Detail/objects/3425,,,,,
Athenian letters,https://cityreaders.nysoclib.org/Detail/objects/1201,,,,,
"Athenian sport, or, Two thousand paradoxes merrily argued, to amuse and divert the age ",https://cityreaders.nysoclib.org/Detail/objects/1364,,,,,
"Théâtre de M. de Florian, capitaine de dragons, et gentilhomme de S.A.S. mgr le Duc de Penthievre; de l'académie de Madrid, etc.",https://cityreaders.nysoclib.org/Detail/objects/1710,,,,,
"Augusta; a novel, in three volumes, from the French, by a lady.",https://cityreaders.nysoclib.org/Detail/objects/3147,,,,,
An authentic account of an embassy from the King of Great Britain to the Emperor of China,https://cityreaders.nysoclib.org/Detail/objects/2168,,,,,
"An authentic account of the embassy of the Dutch East-India Company, to the court of the Emperor of China, in the years 1794 and 1795; (subsequent to that of the Earl of Macartney.) Containing a Description of Several Parts of the Chinese Empire, Unknown to Europeans; taken from the journal of André Everard van Braam, Chief of the Direction of that Company, and Second in the Embassy. Translated from the original of M. L. E. Moreau De Saint-Mery. With a correct Chart of the Route. ...",https://cityreaders.nysoclib.org/Detail/objects/1924,,,,,
"The bachelor of Salamanca; or, Memoirs of Don Cherubim de la Ronda.",https://cityreaders.nysoclib.org/Detail/objects/2943,,,,,
"Baron Munchausen's Narrative of his Marvelous Travels and Campaigns in Russia. Humbly dedicated and recommended to country gentlemen; and, if they please, to be repeated as their own, after a hunt, at horse races, in watering-places, and other such polite assemblies; round the bottle and the fire-side.",https://cityreaders.nysoclib.org/Detail/objects/4487,,,,,
"Batavia illustrata, or, A view of the policy and commerce of the United Provinces, particularly of Holland ",https://cityreaders.nysoclib.org/Detail/objects/1103,,,,,
"The Baviad, and Maeviad / by William Gifford, esq.",https://cityreaders.nysoclib.org/Detail/objects/1429,,,,,
"The beauties of history, or, Pictures of virtue and vice, drawn from real life ",https://cityreaders.nysoclib.org/Detail/objects/1198,,,,,
"The beauties of magazines, reviews, &c.",https://cityreaders.nysoclib.org/Detail/objects/3367,,,,,
Beauties of Pope,https://cityreaders.nysoclib.org/Detail/objects/2946,,,,,
The beauties of the British senate,https://cityreaders.nysoclib.org/Detail/objects/3123,,,,,
"The bee, or Literary weekly intelligencer, for ...",https://cityreaders.nysoclib.org/Detail/objects/2991,,,,,
"The beggar girl and her benefactors. In three volumes. By Mrs. Bennett, author of Welch Heiress, Juvenile indiscretions, Agnes de Courci, and Ellen Countess of Castle Howell.",https://cityreaders.nysoclib.org/Detail/objects/3387,,,,,
"Belleville lodge, a novel, in two volumes.",https://cityreaders.nysoclib.org/Detail/objects/2401,,,,,
Bell's British theatre. Consisting of the most esteemed English plays.,https://cityreaders.nysoclib.org/Detail/objects/1145,,,,,
"Biographia britannica, or, The lives of the most eminent persons who have flourished in Great Britain and Ireland ",https://cityreaders.nysoclib.org/Detail/objects/1486,,,,,
"Biographia medica; or, historical and critical memoirs of the lives and writings of the most eminent medical characters that have Existed from the Earliest Account of Time to the Present Period; with a catalogue of their literary productions. By Benjamin Hutchinson, Member of the Medical Society of London, of the Physical Society of Guy’s Hospital, and of the London Company of Surgeons. In Two Volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1152,,,,,
Biographiana. By the compiler of Anecdotes of distinguished persons. ...,https://cityreaders.nysoclib.org/Detail/objects/3278,,,,,
Biographical Dictionary,https://cityreaders.nysoclib.org/Detail/objects/3352,,,,,
"Biographical, literary, and political anecdotes, of several of the most eminent persons of the present age. Never before printed. With an appendix; Consisting of Original, Explanatory, and Scarce Papers. By the author of Anecdotes of the late Earl of Chatham. In three volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1194,,,,,
"Biographical memoirs of the French Revolution. By John Adolphus, F.S.A. In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1215,,,,,
"Bishop Burnet’s History of his own time. From the restoration of K. Charles II. to the conclusion of the treaty of peace at Utrecht, ... Together with the author’s life, and some explanatory notes by the editor, his son, ... The whole revised and corrected by him. In four volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1209,,,,,
Blandford races,https://cityreaders.nysoclib.org/Detail/objects/3148,,,,,
The botanic garden ,https://cityreaders.nysoclib.org/Detail/objects/1390,,,,,
"A brief history of epidemic and pestilential diseases; with the principal phenomena of the physical world, which precede and accompany them, and observations deduced from the facts stated. In two volumes. By Noah Webster, author of Dissertations on the English language and several other works--member of the Connecticut Academy of Arts and Sciences--of the Society for the Promotion of Agriculture, Arts and Manufactures, in the state of New-York--of the American Academy of Arts and Sciences, and corresponding member of the Historical Society in Massachusetts.",https://cityreaders.nysoclib.org/Detail/objects/3168,,,,,
"The British Apollo, or, Curious amusements for the ingenious. To which are added the most material occurrences foreign and domestick. Perform’d by a society of gentlemen.",https://cityreaders.nysoclib.org/Detail/objects/2715,,,,,
British education,https://cityreaders.nysoclib.org/Detail/objects/1868,,,,,
"The British housewife, or, The cook, housekeeper's, and gardiner's companion ",https://cityreaders.nysoclib.org/Detail/objects/1299,,,,,
"British India analyzed. The provincial and revenue establishments of Tippoo Sultaun and of Mahomedan and British conquerors in Hindostan, stated and considered. In three parts. Part I.",https://cityreaders.nysoclib.org/Detail/objects/1824,,,,,
"British India analyzed. The provincial and revenue establishments of Tippoo Sultaun and of Mahomedan and British conquerors in Hindostan, stated and considered. In three parts. Part I.",https://cityreaders.nysoclib.org/Detail/objects/4619,,,,,
The British Nepos; or mirror of youth,https://cityreaders.nysoclib.org/Detail/objects/3246,,,,,
"The British Plutarch, containing the lives of the most eminent statesmen, patriots, divines, warriors, philosophers, poets and artists, of Great Britain and Ireland, from the accession of Henry VIII to the present time. ",https://cityreaders.nysoclib.org/Detail/objects/1236,,,,,
"British synonymy; or, an attempt at regulating the choice of words in familiar conversation. Inscribed, With Sentiments of Gratitude and Respect, to such of her Foreign Friends as have made English Literature their peculiar Study, By Hester Lynch Piozzi. In Two Volumes.",https://cityreaders.nysoclib.org/Detail/objects/4319,,,,,
"The British tourists; or traveller’s pocket companion, through England, Wales, Scotland, and Ireland. Comprehending the most celebrated tours in the British Islands. By William Mavor, LL.D. ...",https://cityreaders.nysoclib.org/Detail/objects/1220,,,,,
Brownes Poems ,https://cityreaders.nysoclib.org/Detail/objects/2433,,,,,
"The calumnies upon the primitive Christians accounted for. Or, an Enquiry Into the Grounds, and Causes of the Charge of Incest, Infanticide, Atheism, Onolatria, or Ass-Worship, Sedition, &c. laid against the Christians, in the three first Centuries. By Rob. Turner, M. A. Vicar of St. Peter’s in Colchester.",https://cityreaders.nysoclib.org/Detail/objects/4177,,,,,
Camilla,https://cityreaders.nysoclib.org/Detail/objects/3324,,,,,
"Campaign of General Buonaparte in Italy, in 1796-7. By a general officer. Translated from the French by T. E. Ritchie. With a narrative of the operations of the French armies on the Rhine, &c. Embellished with a Map of the Seat of War in Italy, and a Portrait of the General.",https://cityreaders.nysoclib.org/Detail/objects/4604,,,,,
"The canterbury tales of Chaucer, modernis’d by several hands. Publish’d by Mr. Ogle. ...",https://cityreaders.nysoclib.org/Detail/objects/2624,,,,,
Caractères et anecdotes de la cour de Suède.,https://cityreaders.nysoclib.org/Detail/objects/3137,,,,,
"Carite and Polydorus. To which is prefixed, A treatise on morals. By J. J. Barthélemy, Author of the Travels of Anacharsis. With The life of the author.",https://cityreaders.nysoclib.org/Detail/objects/3150,,,,,
Caroline of Lichtfield; a novel. Translated from the French. By Thomas Holcroft.,https://cityreaders.nysoclib.org/Detail/objects/2950,,,,,
The castle on the rock,https://cityreaders.nysoclib.org/Detail/objects/1746,,,,,
The castles of Athlin and Dunbayne ,https://cityreaders.nysoclib.org/Detail/objects/3214,,,,,
Catalog,https://cityreaders.nysoclib.org/Detail/objects/1759,,,,,
"Cato’s letters; or, essays on liberty, civil and religious, and other important subjects. In four volumes.",https://cityreaders.nysoclib.org/Detail/objects/1212,,,,,
Cecilia,https://cityreaders.nysoclib.org/Detail/objects/2565,,,,,
Celestina. A novel. In three volumes. By Charlotte Smith.,https://cityreaders.nysoclib.org/Detail/objects/3393,,,,,
"Characteristicks of men, manners, opinions, times. In three volumes. By the Right Honourable Anthony, Earl of Shaftesbury ",https://cityreaders.nysoclib.org/Detail/objects/11589,,,,,
"Charles and Teresa, an original novel. In a series of letters, founded on truth. By J. White.",https://cityreaders.nysoclib.org/Detail/objects/2995,,,,,
Chemical essays. By R. Watson .. Third edition. ,https://cityreaders.nysoclib.org/Detail/objects/3138,,,,,
"The children of the abbey, a tale. In two volumes. By Regina Maria Roche.",https://cityreaders.nysoclib.org/Detail/objects/3471,,,,,
"The Chinese traveller. Containing a geographical, commercial, and political history of China. ... To which is prefixed, The life of Confucius, ... Collected from Du Halde, Le Compte, and other modern travellers. ... Adornded [sic] with a map of China and other curious copperplates.",https://cityreaders.nysoclib.org/Detail/objects/1229,,,,,
"The Christian’s, scholar’s, and farmer’s magazine; calculated, in an eminent degree, to promote religion; ... and to advance the interests of agriculture.",https://cityreaders.nysoclib.org/Detail/objects/2054,,,,,
Chrysal,https://cityreaders.nysoclib.org/Detail/objects/2668,,,,,
"Cicero’s epistles to Atticus. With notes historical, explanatory, and critical. Translated into English, by William Guthrie, Esq; In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1183,,,,,
The citizen of the world,https://cityreaders.nysoclib.org/Detail/objects/3105,,,,,
The civil law in its natural order,https://cityreaders.nysoclib.org/Detail/objects/2592,,,,,
"Clara Duplessis, and Clairant",https://cityreaders.nysoclib.org/Detail/objects/2373,,,,,
Clarentine. A novel. In two volumes. By Mrs. Bennett.,https://cityreaders.nysoclib.org/Detail/objects/3483,,,,,
"Clarissa. Or, the history of a young lady",https://cityreaders.nysoclib.org/Detail/objects/2953,,,,,
Clelia ,https://cityreaders.nysoclib.org/Detail/objects/1519,,,,,
"Clermont. A tale. In two volumes. By Regina Maria Roche, ...",https://cityreaders.nysoclib.org/Detail/objects/3513,,,,,
"Collection complete des oeuvres de M. de Crébillon, fils. Tome Premier.",https://cityreaders.nysoclib.org/Detail/objects/1707,,,,,
Collection complete des œuvres de J.J. Rousseau. ,https://cityreaders.nysoclib.org/Detail/objects/2010,,,,,
Collection of plays later bound separately. Nine titles in library.,https://cityreaders.nysoclib.org/Detail/objects/1393,,,,,
"A collection of songs, selected from the works of Mr. Dibdin. Volume II.",https://cityreaders.nysoclib.org/Detail/objects/1270,,,,,
A collection of the most esteemed farces and entertainments performed on the British stage.,https://cityreaders.nysoclib.org/Detail/objects/3368,,,,,
"A collection of theological tracts, in six volumes. By Richard Watson.",https://cityreaders.nysoclib.org/Detail/objects/4350,,,,,
"A Collection of tracts from the late news papers, &c. Containing particularly The American Whig, A whip for the American Whig, with some other pieces, on the subject of the residence of Protestant bishops in the American colonies, and in answer to the writers who opposed it, &c.",https://cityreaders.nysoclib.org/Detail/objects/1494,,,,,
Comedies of Plautus ,https://cityreaders.nysoclib.org/Detail/objects/1552,,,,,
"The commentaries of Cæsar, translated into English. To which is prefixed a Discourse concerning the Roman art of war. By William Duncan, ... In two volumes. ...",https://cityreaders.nysoclib.org/Detail/objects/1034,,,,,
Commentaries on the Laws of England,https://cityreaders.nysoclib.org/Detail/objects/2586,,,,,
The commerce of America with Europe ,https://cityreaders.nysoclib.org/Detail/objects/1418,,,,,
A commercial dictionary ,https://cityreaders.nysoclib.org/Detail/objects/4626,,,,,
"Commercium philosophico-technicum; or, the philosophical commerce of arts",https://cityreaders.nysoclib.org/Detail/objects/2786,,,,,
"A compendious system of astronomy, in a course of familiar lectures, In which the Principles of that Science are clearly elucidated, so as to be intelligible to those who have not studied the Mathematics",https://cityreaders.nysoclib.org/Detail/objects/3135,,,,,
"A compendious system of natural philosophy. With notes, containing the mathematical demonstrations, and some occasional remarks. In four parts. By J. Rowning.",https://cityreaders.nysoclib.org/Detail/objects/2533,,,,,
Compendium of ancient geography / tr. from the French ; illus. with maps and with prolegomena and notes by the translator.,https://cityreaders.nysoclib.org/Detail/objects/1160,,,,,
"A compleat collection of state-tryals, and proceedings upon impeachments for high treason, and other Crimes and Misdemeanours; from the reign of King Henry the Fourth, to the end of the reign of Queen Anne. In four volumes. With an exact alphabetical table to the whole.",https://cityreaders.nysoclib.org/Detail/objects/2651,,,,,
"The compleat gard’ner; or, Directions for cultivating and right ordering of fruit-gardens and kitchen-gardens; with divers reflections on several parts of husbandry. In six books. By the famous Monsr. De La Quintinye, chief director of all the gardens of the French-King. To which is added his Treatise of orange-trees, with the raising of melons, omitted in the French editions. Made English by John Evelyn Esquire, illustrated with copper plates.",https://cityreaders.nysoclib.org/Detail/objects/2515,,,,,
"The compleat history of Sweden, from its origin to this time",https://cityreaders.nysoclib.org/Detail/objects/2698,,,,,
"A compleat introduction to the reading the Holy Scriptures, intended chiefly for young students in divinity. In two parts. ... Written originally in French by Messieurs de Beausobre and Lenfant. ... Now first done into English, with additional notes.",https://cityreaders.nysoclib.org/Detail/objects/2444,,,,,
The complete farmer,https://cityreaders.nysoclib.org/Detail/objects/2754,,,,,
"A complete history of Connecticut, civil and ecclesiastical, from the emigration of its first planters from England, in MDCXXX, to MDCCXXIII. By Benjamin Trumbull, D.D. Vol. I. Published in conformity to act of Congress.",https://cityreaders.nysoclib.org/Detail/objects/2292,,,,,
"A complete treatise on electricity, in theory and practice; with original experiments. By Tiberius Cavallo, F.R.S.",https://cityreaders.nysoclib.org/Detail/objects/3496,,,,,
"A concordance of parallels, collected from Bibles and Commentaries, which have been published in Hebrew, Latin, French, Italian, Spanish, English, and other languages; with the authorities of each. By the Rev. C. Cruttwell, editor of Bishop Wilson’s works, &c ",https://cityreaders.nysoclib.org/Detail/objects/3230,,,,,
The confessional,https://cityreaders.nysoclib.org/Detail/objects/4003,,,,,
The confessions of J. J. Rousseau,https://cityreaders.nysoclib.org/Detail/objects/2303,,,,,
"The Congressional register; or, History of the proceedings and debates of the first House of representatives of the United States.",https://cityreaders.nysoclib.org/Detail/objects/3262,,,,,
"The connoisseur / by Mr. Town, critic and censor-general",https://cityreaders.nysoclib.org/Detail/objects/1530,,,,,
The conquest of Canäan ,https://cityreaders.nysoclib.org/Detail/objects/1442,,,,,
"The constant lover; or, William and Jeanette",https://cityreaders.nysoclib.org/Detail/objects/3315,,,,,
The constitutions of the several independent states of America ,https://cityreaders.nysoclib.org/Detail/objects/1470,,,,,
"The construction and principal uses of mathematical instruments. Translated from the French of M. Bion, chief instrument-maker to the French King. To which are added, the construction and uses of such instruments as are omitted by M. Bion, particularly of those invented or improved by the English. By Edmund Stone. The whole illustrated with thirty folio copper-plates, containing the figures, &c. of the several instruments. The second edition. To which is added, a supplement",https://cityreaders.nysoclib.org/Detail/objects/2801,,,,,
"Contes et nouvelles, en vers, par J. de La Fontaine. ...",https://cityreaders.nysoclib.org/Detail/objects/2926,,,,,
Contes moraux,https://cityreaders.nysoclib.org/Detail/objects/3149,,,,,
"Continuation of the Complete history of England. By T. Smollett, M.D. Volume the first.",https://cityreaders.nysoclib.org/Detail/objects/1207,,,,,
The convent,https://cityreaders.nysoclib.org/Detail/objects/2976,,,,,
"Cordelia, or a romance of real life. In two volumes. By Sophia King.",https://cityreaders.nysoclib.org/Detail/objects/1750,,,,,
Count di Novini; or the confederate Carthusians. A Neapolitan tale. In two volumes. ...,https://cityreaders.nysoclib.org/Detail/objects/3229,,,,,
"Count St. Blancard, or, The prejudiced judge ",https://cityreaders.nysoclib.org/Detail/objects/4596,,,,,
"Cours Complet D'Agriculture Théorique, Practique, Économique Et de Médecine Rurale Et Vétérinaire",https://cityreaders.nysoclib.org/Detail/objects/2407,,,,,
A course of lectures,https://cityreaders.nysoclib.org/Detail/objects/3217,,,,,
"A course of lectures in natural philosophy. By the late Richard Helsham, ... Published by Bryan Robinson, M.D.",https://cityreaders.nysoclib.org/Detail/objects/3012,,,,,
"Court intrigue, or the victim of constancy, an historical romance. In two volumes. By the author of Mental Improvement.",https://cityreaders.nysoclib.org/Detail/objects/3185,,,,,
The Critical review,https://cityreaders.nysoclib.org/Detail/objects/3192,,,,,
